label,text
0,Get a second opinion at a teaching hospital.
0,I am thrilled to hear this news ... !
1,"but the word that really gets me is ""Remission"", Ugh!"
0,"I have not received the numbers for what stage my cancers are at yet, haven't asked yet, as they are only numbers to me."
0,"Did 6 courses of Taxol and Carboplatin, rough chemo."
0,"If you haven't already done so, also use the CSN search engine for terms like adenocarcinoma of the lung."
2,I hope you are feeling better after your meltdown.
1,There are still times i get scared and depressed but nothing like I did.Places like this helped also.
1,This is one messed up roller coaster ride we are on.
2,"Anyway, i have gained lots of experience over these past years, so please feel free to ask for advice."
0,"I had 0 Stage, DCIS and ended up with a contralateral mastectomy."
1,There wasn't a hair left on me anywhere.
1,"I got very tired towards the end of treatment, but still managed to work."
0,I have a small nodule in my lung that has migrated to my L5 in my spine.
0,"Yes, thank goodness she went to the ER straight away."
0,Also it makes sense to drink lots of water because it is natures best purifier and cleanser.
0,You made me feel so hopeful when I was first told I had cancer.
0,I believe statistics are useful only in determining how much treatment you need.
0,Three months later the CT should numerous nodes in both lungs which meant no surgery.
0,My husband was diagnosed with small cell undifferentiated carcinoma of the lung grade 3.
0,I had left lung removed in August of 2004.
0,"My left side fans toward my face, my left lays down."
0,Please if you've had one of these tell me the good and bad.
2,"If I can help in any way,Im here."
1,I do see new eyebrows and eyelashes sprouting and on my legs too!
1,Weightloss in itself causes problems for the patient.
0,So what did your cup size end up being at 310cc's?
0,"But after going from taxol/carb, gemzar/navelbine, alimta and now citsplasim/taxotere."
0,"She's great, no recurrence and going strong."
0,I have battled mouth sores a bit and also dry mouth and dry eyes.
0,You have come to right web site for cancer support and direction
0,My understanding is that they will try new treatments until it becomes a question of quality of life vs. treatment.
0,Circulation was cut off to the left arm.
1,I am tempted to live with what I have (and what I don't have).
2,It's a chance for a new beginning: Don't start smoking again.
0,The American Society of Clinical Oncology (ASCO) reviews of cell culture assay tests specifically excluded all studies reporting the predictive 'accuracy' of the tests.
0,I decided to contact the thoracic surgeon to get more understand and have an appointment today.
0,My second cocktail was Taxol w/Herceptin and I think Taxol and Taxotere is the same line.
1,I pray that the tests from the lab show that is not cancer.
0,"after my first Taxol cocktail my 'nutritional' blood levels are messed up some low, potasium high."
2,"Unless the Doc's see a problem, just be patient."
0,I will get Yervoy and Opdivo again on 9/22.
0,To think I stumbled upon it by accident.
1,Just trying to prepare myself for the worse.
1,"Yes, I know its hard, and never ready to face the truth and what lies ahead."
0,does anyone have any info on holistic treatments that have worked for lung cancers?
2,You had to wait so long for this.
0,"The doctors think they got it all out, though."
0,"I was very fortunate I had Carboplatin, Taxol and Tarceva."
0,she suggested wearing a man's tee shirt at night as the aquaphor stains.
0,"none of these worked, effused to chest fluids Feb to Apr '03 and had thoracentesis and pericardiol window put in for drainage."
0,"I catch my sleep whenever I can, though."
0,"I do have claudication in my legs, but it  has not been a problem."
0,I think this is still pretty good odds.
2,"As I gain experience, I hope to share myself with others."
1,I have an appointment for an MRI brain scan on monday and that scares me a bit.
0,when are you going to New York?
1,It was like brown snow flakes for days and days.
0,"I don't have hot flashes, but then I didn't when I went through menopause either."
0,Surgery to remove upper left lope took place in Sept. 2004.
1,"BETWEEN THE TWO CANCERS, I AM SO CONFUSED AND FEEL SO ALONE."
0,I have changed my diet and exercise daily.
0,I hate to go to a professional place of business and hear an employee vent about another associate.
0,I finally figured out how to pm you and have sent a message to you.
0,My surgeon left as much skin/tissue as possible to aid in the reconstruction later.
0,wow that was truely beautiful what you wrote!
1,"I was long treated in dear clinics, but nothing helped."
0,"I hope I can go 3-6 months between drainings, I will be very happy with that!"
2,I feel so much for the sisters going through it right now in their treatments.
0,"Thank him from all of us too for daring to wear pink, etc."
0,They gave her diuretic which has reduced the swelling in feet some.
0,He said it sounded like I'd had a good day.
1,She is terrified knowing and terrified not knowing.
0,I'm can take Aleeve with this or Tylenol.
2,"Never take on tomorrow, just deal with the day."
0,It's a 3 1/2 hour drive without doggies
0,ask your state and federal legislators how the newly passed law might help you in your circumstancses.
0,"I decided my DNA was just simply out of wack, and have worked at changing my life."
0,The mass fills most of his left lung with *clusters* of spots below it.
0,"Has anyone had this experience, would massage therapy help?"
1,"like your mom, my dad is EXTREMELY weak, cannot be left alone for fear that he will fall."
1,My only wish is that she passes to the next phase as peacefully as possible.
0,"But at least they finally called and set it for August 11, 09."
0,"If the flashbacks become bothersome, talk to your doctor about them."
0,Two doctors could not find anything wrong so I went to a nuerologist.
2,wow so sorry to hear of all your issues....
0,"I have both loritab and ibuprofen, but neither seem to make that particular pain go away."
0,"Happy Birthday to you, Happy Birthday to you, etc etc"
0,"I decided to go there, even though I have to go to chicago."
2,"We are here for you, so any concerns, questions, vent or just to talk."
0,A nott on the left side of my head.
1,It has been 5 years since diagnosis and I finally feel like I have a life to live.
0,I have checked in and was told Sanford did not take my insurance.
0,I also highly reccommend a web site called lung cancer support commumity.
0,Has he been fitted for a compression sleeve or any compression garments?
0,My husband Jim had base of tongue cancer diagnosed May 2011.
0,They thinned out a bit but not enough to use false ones.
2,The chemo is taking alot from her but she is working though it and You will too.
0,Isn't it wonderful to have something to rejoice about during the journey?
0,"I'm forbidden to speak of it, ROFL, I would be asked to leave the country!"
0,Radiation will stop the growth and prevent terrible pain.
1,I guess this is a side effect I must learn to live with.
0,I finished my 8th radiation treatment today for breast cancer.
0,I have been on Tarceva since August 2005.
0,I am a big believer in being pro active in your options.
0,I too would take a pain med an hour before.
0,Vats is just to do a biospy more or less.
0,I expected short tem memory loss and other side effects but not this.
0,The breast cancer section is sponsered by a large makeup firm.
2,My very very very best wishes go out to you.
0,A large mass in pelvis with multiple other lesions in spine.
0,"Thank you to everyone that commented,, I have been smoke free for 5 full days!!!"
0,"I think one of the best things I did was drink plenty of water, along with the other things I took and did."
1,I had envisioned it being 100 times worse than it was.
1,"My dear husband now is in heaven, He was mi hero, he was my everything."
0,"Or having surgery / Chemo / Getting a prescription, etc., this list is a pretty good resource!"
0,Listen to your doctors and listen to your body.
1,I would be interested in talking about dealing with it.
0,i was only 35 at the time.the doctor gave me 12-18 months to live maybe shorter or longer.
2,Hi I am sorry you have to go thru.
0,"Last December, (before I was diagnosed with breast cancer in February) I was having severe pains in my lower left stomach."
2,You are in a FIGHT and WE ARE WITH YOU  Sending Love and Prayers...
0,Well I threw that away and never told my husband.
0,Please understand that in the diagnostic process they will want to do a PET scan as well.
0,You were treated for what was presented to them.
0,Avoid tarter control toothpaste because it can cause mouth irritations without having chemo.
1,At some point that may mean accepting the inevitable.
0,We are all probably left with areas of scar tissue but must stay alert.
1,cant sleep bad dreams  hot flashes does it stop at one point
0,He gave mea beta blocker to slow down my heart but has left me incredibly fatigued.
0,I don't mind it as it only takes a few minutes and is done as an outpatient.
0,my x husband has been diagnoised with stage 4 lung cancer.
0,I too had acid reflux along with phenumona 4 weeks after surgery but have gotten all my strength back.
0,He did have the BRCA1 and something else found in ovarian and breast cancer.
0,Make sure you have your mother checked out right away.
0,"I hated that catheter, go with a port!!"
0,They have had a lot of success with many health issues including cancer.
2,sorry to hear that your father died at such a young age.
1,I was offered antidepressants many times.
0,Just hit expression Gallery on the left...
0,"My father died 17 years ago-after his surgery it spread to brain, liver and bones."
2,Hi Angel  so glad you gave us a update.
0,You might try posting on their discussion board about what cuts the pain and what is good to eat or drink.
1,"After about a year, I was pretty much my old self again."
0,My mother is in her early to mid sixties.
0,"She said I told her in January that some yellowish, creamy type of stuff was coming out of my nipple."
1,I still get tired quicker than I used to.
0,Keep wearing the bra like your surgeon said.
0,I wish everyone had the same effects but as you see here it varies.
0,Another thing that I have noticed with him is forgetting things.
0,"By the way, he is taking a lots of herbs too."
0,"One could have abruptly ended her life and had to come out, but the other was smaller and in a less dangerous location."
2,"Just because the chemo you tried did not work, does not mean thats all there is and its over."
0,"Also, gentle stretching, isometric exercises and Tai Chi have helped me tremendously."
2,"We all need an outlet because after all we are their caretakers and if we aren't healthy, who will they have to support them."
0,Suprised Soccerfreaks didn't pick up on that one!
2,Wishing you good luck for your surgery.
0,It seems that most of us are left with some scar tissue.
0,"Why, because it provided a chance, it gave me hope."
1,"However, and I'm not trying to burst your bubble, but the sad reality is liver cancer, once it's spread, is terminal."
0,Switch doctors if they give up before you do.
0,"Had ER+ breast cancer: large tumor, 4 nodes."
2,I think we all need to slow down and savor life!
0,The cancer showed to be contained in my breasts before the surgery.
1,Of course I only think of it late at night when I want to chat and I am not terribly regular.
0,"Now, I get to meet several of you in person in Hershey this weekend."
0,"My lashes are extremely long and thick, completely unlike my hair and eyebrows which is/are very thin."
0,The doctors still have some of the same do's and don'ts.
2,Good luck to all of you and God bless you and your families.
0,He's had the tumor removed and three weeks of radiation.
2,Be aware that cancer isn't cancer until the pathologist sees it under the microscope.
0,I can honestly say that the lung itself was never really too painful.
0,They tried Taxol on me but I'm allergic to it & they couldn't use it.
2,"A lot of us have been thru radiation, so, we will help you get thru it."
2,I'm very happy for you that they were able to remove it.
2,"It truly is not fair, but I know you will continue to fight."
1,His breathing sounds like ice in a blender on high with every inhale/exhale.
1,"had surgery for lung cancer in feb 2008, all seemed ok, then it hit me."
0,Great news and double Great news at that!
0,My drain tubes were left in for about 4 1/2 weeks.
0,Can anyone give me your personal experiences with taking avastin and or knowledge about avastin.
0,This is no longer an automatic death sentence.
2,"May God give all of you comfort, courage, love, healing and the will to get past this disease and conquer it."
0,I can tell it is swollen because it gets bigger than the normal breast when it should be smaller because of the surgeries.
0,"I don't have any answers for you, but I think on that web site they will."
1,"Yesterday they told me they didnt see anything which brought tears of joy, but also a wave of fear."
2,Sincerely sorry for the loss of your Dad.
2,My heart goes out to you and I can feel your pain coming through.
1,Friends and family don't always understand the way we feel.
1,My eyelashes were still coming out months after chemo.
1,I stood up and hopefully made a difference.
0,What makes him not want to take any kind of treatment?
0,"I have alot ahead of me I am on the tail end of chemo , but need two surgeries then rads."
0,will have left mastectomy within next ten days.
1,I am just trying to feel better overall.
2,"Please focus and take care of  yourself, you just back from the surgery, and need rest."
0,"Keep it up, but make sure you don't burn the pate, it hasn't see sun in so many years, it could burn real quick."
0,some times you have to take it one hour at a time.
1,"But i was struggling with my breathing, tiredness and just feeling bad."
2,"We on this board know about the waiting and the myriad of emotions one goes through, so let us wait with you."
0,It will show if she has any active cancer .
0,"I lost 99.9%, did not lose eyebrows or lashes."
0,Tell me about the surgery and the recovery time.
0,My Mum was diagnosed with stage 4 non small lung cancer last August.
0,Does anyone know about this 1/2 hour chemo program and if it does or does not work.
2,I am sure that anyone who has had a mastectomy feels this way.
0,It is mostly on one lung except a lymph node on the left side.
1,Pancoast is what I fear is causing my shoulder pain.
2,I will pray the clinical trial comes through and starts to shrink those terrible tumors that causing you so much pain.
1,I am just so in the dark about all of this.
1,"However, adenocarcinoma of the left lung has completely shut down my left lung."
0,That's standard practice and it doesn't mean that the spot is or isn't cancer.
0,"They got the whole tumor, however 5 if 5 lymph node were involved with free floating cells within the lobe."
2,That is wonderful news breath a sigh of relief
0,her posts have brought me a lot of information and inspiration.
0,Doc said it was the best possible lab results considering it's cancer.
0,Have any of your doctors offered anything to help through the rough spots?
0,He has gained back 20 pounds and has no pain anywhere.
0,I normally just leave this stuff on my blog (the CSN one).
1,My class is going to be stoked when I tell them.
1,"I quit 7 months before diagnosis, wasn't soon enough."
0,I was diagnosed with BC in left breast and some lymph nodes.
0,I would go in there and pretend that it was a game of pac-man and the drugs were gobbling up the bad cancer cells.
0,You may want to talk to the doctor about the purpose of radiation.
0,"The first cycle of Taxol, Carboplatin and Avastin worked briefly."
0,There is a man who contributes to the inspire website who contributes regularly at 13 years +.
2,come here and check in you will find lots of support.
2,"You were a strong wonderful Man,and an example to other Men with BC."
0,"I also have a family history of breast cancer 4 of us, my mom."
0,I went for the implants and have some feeling post surgery 2 months on the right.
0,"Hmmmm, I can't believe noone has any opinions or info about this.."
2,Tell your mom to keep good spirits and give her lots of support  and I feel that she will beat this.
0,You didn' say what lobe they were taking out or any other details.
0,Someone in the hospital can direct you to them.
0,"(a good idea at this point) Initially, I consumed gallons of instant breakfast products, and ice cream."
0,nothing for me to add as no experience with rads yet.
1,This is all very new to us and very difficult and confusing.
1,"After two or three days of not wanting to eat, one bite went in and then everything came ."
2,"I hope your day is full of love, cake and balloons!!"
2,"Start a journal about what he says and the way he treats you, you may need documentation in the future."
1,"She never complained even through some terrible side effects, She always looked ahead."
0,is it true if the fluid is malignant the patient doesn't live long at all??
0,I mostly sleep in an upright position either with lots of pillows or the recliner.
2,This will always be a joyus season for you.
0,I suggest that you sign up on the Ispire web site also.
2,We have a wonderful group of ladies & some men here.
0,Do they have clinical trials up your way?
1,Which I have no problem with at all.
0,I am on low dose chemo they say.
0,"These were not a severe as my first chemo, and for me they worked almost immediately."
0,"thanks for your wonderful words of faith, I too came to the conclusion"" why not me?"""
0,I had VATS so my recovery was fairly fast.
1,My dear dad passed away yesterday from lung cancer.
1,"What are the programs for stretching the dollars for folks undergoing hard times,where do I find this out?"
1,I have had 2 kinds of cancer and both times I felt tired and sick before diagnosis.
2,We want to know how you're doing and wan to keep up with you.
0,Her oncologist said *6-9 months* with NO treatement.
0,I have pain pills left from my double mastectomy.
0,I am no expert in this but you may want to ask the doctor if it will help at all.
0,I am staged at a 1b at this time but he says that could change depending on what they find.
1,"I was disabled due to a back surgery gone wrong, and left unable to work."
0,I have my last Taxol treatment next Monday.
0,My right breast completely lacked the mammary fold and basically had a hard ridge of tissue.
0,"Sometimes another biopsy is required, but before you have the Dr. do it, sit down and ask him all these questions."
2,I was 33 at diagnosis and had a large tumor and 4 + nodes and wasn't at all sure that I would see 43.
0,Mine are fairly well used so the strap does not bind.
0,Does anyone have a recommendation for an MD Anderson oncologist that specializes in lung cancer?
2,"Thank you for being our champion, on this day and in this event and always!"
0,My tumor turned out to malignant after my second biopsy.
1,It was all overlooked by the doctors for months.
2,"I'm sooo happy for you, that is awesome news, congrads!"
1,"The doctor reminded all of us of the big picture, saying how well she's doing now compared to back in May/June."
2,"Always think positive, like the glass is half full instead of half empty."
2,Right now you need to focus on yourself and should not feel guilty by any means.
0,I am A former smoker (quit 20 days ago) age 22 and diagnosed with an incidental 4mm lung nodule.
0,My doctors prefer the phrase 'no evidence of disease'.
0,"his last threee chemotherapies have been cnacelled because of shingle, or dehydration, or low hemoglobin levels."
0,"I do take ibuprofen with the hydrocodone, hoping it will help with muscle pain too."
2,Just remember to get up and walk with help the first few days and do the breathing exercises.
0,You were one of my first friends on this site back in 2009.
2,You are a child of a loving creator who has sought to present you with a challenge.
0,Will Santa give him/her special toys & treats?
2,Some people can't function well knowing they have cancer.
0,At least I will be able to start the exercises tomorrow.
2,I'll be thinking about you tomorrow morning and also look forward to reading how well it went for you.
0,"I bought the ""mini net sponge"" at Walmart for 78 cents a piece."
2,What a sweet surprise to find those lovely gifts and letters waiting for you!
0,"Just one little prick, and that's it."
0,Try chemocare.com lots of info on all types of chemotherapy.
2,Congrats to you~ you deserved that glass of wine Big Time!!!
2,Please keep the faith that God will see you through this stage of the journey.
0,Both of my doctors wanted to start chemo right away.
2,I will pray your rad treatment eradicate that a troublesome area.
1,We talked about how we'd sit and hug and love each other like we did when he was here.
0,For the mouth ulcers I used Ulcer Ease.
0,I had immediate tram flap reconstruction after my left mastectomy.
0,Thanks for sharing your neice's blog link.
2,I am hoping that your surgery went well and you will be
0,I too didn't loose all my eyebrow hairs or eyelashes they just thinned.
0,It was nice to not feel so overwhelmed like we did when we were at Moffitt.
0,"I had breast cancer in 1989 And a double mastectomy, then breast cancer again in 2000."
1,"Sadly, she had to put her beloved little doggy down this afternoon."
2,Plus you can pick up great and useful information from people who have been through similar things as you.
2,Your mom is very fortunate to have such a wonderful daughter to stand by her.
2,"So, you go girl and our prayers are with you and your family as well as with everyone."
0,"I've been under the chemo weather this past week, and finally figured how to get a baby photo up this evening."
2,Just wanted to say I'll be thinking and praying for you.
0,It was already Stage IV (one bone met to the left sacrum).
2,With you having to have more test things may not be as bad as we always think.
0,He actually told my sister and daughter it was a surgical cure?!?
1,"Everyday we hear of someone who has been diagnosed with cancer, and were are a very small town (11,000)."
0,I am both a stage one breast cancer survivor(2002) and a stage one lung cancer(2006) survivor.
1,Lots of problems with swelling on both sides
1,It hurts so much to see his body gets weaker and weaker everyday.
0,They also gave a dose to the site where the large one was removed.
0,"For mouth sores, they make a mouthwash that you can swish and swallow."
0,The sample is then sent to a pathology lab for analysis.
0,"at first they they thought I was HER, but then did and additional test and found I was"
1,I worked full-time during rads
0,"She had a full hysterectomy but declined any conventional treatment, despite a good prognosis with such treatment."
0,"If I'm at home I whip off the wig , cool off and put it back on!"
1,You too are in my prayers and I thank you for sharing your HOPE with me.
0,my father is currently looking at having his left upper lobe removed for a 1.2 cm
1,"Looking back at all we have over came as a family I have learned this,"
1,I have my good days and bad days-since chemo I am now post menopausal and don't want to take estrogen replacement.
1,I started having real bad pain in my left wrist in May.
1,I pray that she will eventually come around and go thru with the treatments.
2,wow so great to hear you are feeling well.
2,Get doctors you know will fight with you!
2,"I truly believe what you are saying, I've heard people say WHY ME???"
1,I guess what I'm saying is thank you for validating my fluctuating emotions right now.
2,Please do this for your own peace of mind.
2,So very happy for your Mom and you.
0,"If you do end up going to CTCOA for a second opinion, I'd love to hear what you think of their operation."
0,"My grandpa, her dad also died of lung cancer, also at age 54."
0,If you live in a town with a good breast cancer clinic I think I would take her directly there tomorrow.
2,It is always disheartening to read of someone getting cancer again.
2,But it sounds like you're one heckuva strong lady
0,"Been to Schroon Lake, Lake George, Lake Placid, Old Forge, and Saranac Lake."
1,It really needs to be a team effort to stay off the cigs!!!!!
0,Everytime I would rinse my mouth chunks of my tongue would fall out.
2,We are sooo glad that you found your way in here!
1,I watched my father in law die from lung cancer he suffocated..
0,"I also downloaded an app ""Heart Pal"" for tracking the BP."
0,"They're now doing research on therapies for our type of cancer, which is good news."
0,My rads oncologist said no underwire bra for sure because it might irritate my skin.
0,"Definitely not ""you have cancer"" bald, I did that with the taxol."
2,"You made it thru chemo and you can make it thru radiation, one treatment at a time."
2,Cancer patients are more likely to survive longer after diagnosis than those who have heart attacks or strokes.
1,"So far all I have done is make myself sore, but I am sure this will go away after a few weeks."
0,I noticed the dates from the posts so I am not sure I am in the right spot.
1,So had upper left lobectomy in september 2010.now 6 months later have major pain in left ribcage and arm.
0,No one except the thoractic surgeon has ever said they have seen anything.
0,He was having his treatments in three consecutive treatments every 4 weeks.
0,"No Mama G, I don't have that problem."
0,Thanks to everyone your support means so much to me!
1,I wish I would of left everything alone.
0,Doctor said I responded very well to chemo.
0,Second she should be seeing a lung specialist who deals with this type of cancer.
0,"If you dont have  nursing care, and you cannot handle ""milking"" the drain, enlist one of your family members to do so."
0,"My breast feels different, it itches all the time (the other one doesn't)."
0,"Like what she said, drinking a lot of water is the best thing she can do."
0,"I'm in Bloomington, and go for my pap smear Friday, and quite honestly …"
0,I hope we can gain access to The Breast in early 2012 to see and read the full recommendations.
1,She can't have the Chemo anymore after almost killing her.
0,We are taking a positive attitude and happy that we have at least achieved local control of the tumor.
1,Feeling OK now but I had my good and bad days.
0,"She helped me find a color similar with frosting, i loved it."
0,I couldn't sleep through the night and switched from taking my Tamoxifen before bed to taking it in the morning.
1,"Every time she goes for scans and it's time for those results, I get scared."
2,That is so hard to do as we all know.
1,I just don't want to find out if I have cancer again.
1,"My friends have already scheduled a ""shave the head"" party, haha."
0,They Remove my left lung complete in 2006.
0,"Thank you for thinking of all of us, how beautiful you are!!"
2,I concur with cobra:  each of us handles our treatment differently.
2,"Just breath and know that if this were a cancer, it will have been caught very early and very curable."
0,The ladies who ran the class were wonderful.
0,We need to raise money for LUNG CANCER research!
0,Drinking alot of water an hour before the blood draw seems to help.
2,I have so much respect for everyone who has fought this and won.
0,I found a great cookbook that will help with stepping up the game...
1,The problem his onc did not give him much of a fighting chance.
0,My Dr removed 90% of node in my neck for a biopsy and to test for a EGFR gene mutation.
2,"I just want you to know that many thoughts & prayers for strength are coming your way - and hugs, hugs, hugs!"
2,You can always reconnect when you're feeling better!
0,Her left lung was nearly collapsed with the effusion around it.
0,"Where online can I find the normal, high and low numbers for CBC?"
1,It messed up my esophagus lost down to 97 pounds.
2,Such good news that your lymph nodes were clean!
0,I hope the regular chat room opens up soon.
1,Needless to say we were scared to death.
0,"Happy Anniversary, wow 24 years, now that is worth celebrating!!!!!!!!!!"
2,Pat wishing you the very best outcome tomorrow.
0,Listen to relaxation tapes to ward off panic attacks.
0,Only one drain tube is a good deal!
0,Said I was very lucky cause this had not shown on pet scan.
2,Big hugs and in my families prayers
2,Sorry to hear you are dealing with all of this.
2,I have never gone though this but just wanted to say I am thinking of you..
0,"Felt good and normal :)  And I grease up with my all time favorite before bedtime , coconut oil!"
2,Hugs to you as you go forward with your mammo exam.
0,I have already found comfort in the posts I have received.
1,So to me it seems like a real crap shoot.
0,"Unfortunately, I didn't get off work in time to meet with them so I got the information from my brother."
0,"He is on prednisone, and is experiencing alot of congestion."
0,If you can get to major research/treatment facility such as MD Anderson or Sloan Kettering you might get the help you need
0,"And, remember, there is NOT a time line on these things."
0,Long term hope and remission sound like a very good prognosis to me!
1,I do not except to be cured or the cancer to regress.
0,"I'm not a very fast typer(hunt and peck),but I would love to have open cyber-chat with you guys sometime!"
2,I'll be recuperating and unable to do much of anything so I will send you all of my remaining strength.
0,I would apply an hour before treatment and felt absolutly no pain.
0,I thought your poem was awesome it was straight to the point and cute.
0,"Also, my bones are a little achy and apparently that is my bones working overtime trying to produce more red blood cells."
1,Is it so weird I put so much on my appearance and not living a long life?
1,Very nervous and scared it's in the lymph nodes.
0,All it takes is one cell left behind to grow and spread.
0,"I have stage 4 lung cancer, It is still confined only to both of my lungs."
0,It also took almost an hour to get in place.
0,"So glad you found an Oncologist that you are happy with & he spends ""quality"" time with you."
0,I am new to site and am 47 yr old female.
1,I wouldnt have been able to sleep without it.
0,Keep using the aquaphor or whatever your doctor gave you for a few weeks.
0,"However, this site has helped me out a lot."
0,Reading posts on this site has been a blessing!
2,It sounds really scary but try not to worry about the surgery too much.
0,This after a hospital stay and numerous tests and xrays and ct sacans none of which showed anything positive.
0,"I was diagnosed in June of 2008 with Stage IIIC estrogen positive, her2 negative at the age of 46."
0,I guess with cancer it can be the same way.
0,I will find out when i start radiation on Tue.
0,You are so wise to encourage all of us to listen to our bodies and seek treatment.
2,I am glad you're going to have further tests Teri to find out what is going on with you.
2,I am so sorry to hear your news.
2,I'm glad to hear your husband is doing well-it gives me hope!
0,"I have found so much info and support on this site, and yet they accept me for who I am."
0,I just had my upper left lobe of lung removed on July 7th.
0,Marinol is expensive when not covered by insurance.
0,The good things that I realized include that the stats don't describe individuals and that research is being done.
1,Anyone out there who had a low grade lung cancer and have a recurrence?
0,All that is known is that X% of people with withever stage/grade you have recurred after X number of years.
0,She went with alternative treatment instead and eventually convinced herself she was cancer free.
1,No the tumors did not grow but yes she has been in pain.
1,Guess I am more scared cause this has been very speedy.
0,The solution that is given during a PET scan has sugar in it.
0,and you are getting at least SOME drainage (can also be just a serious looking fluid) you are likely just fine.
0,When I combed my hair is when I started noticing the strands on my comb.
1,He can barely walk at all and sleeps almost all the time.
1,Rather like the feeling of having left rubberbands in toooooo long!
0,Huge Hugs oh esteemed secretary of DS and P.O.D.S Clubs..............
0,People have asked me how I was able to handle this or that treatment/process.
1,"I myself have had no symptoms, but it is just one more thing to stress about within the Big Cancer Picture."
2,I (and many of us) understand the frustration.
0,The radiologist feels that the smooth appearance of the dye line indicates scar tissue absorbing the dye.
0,The vertebrae were repaired by kyphoplasty but other pain persisted.
0,I liked the idea of wearing the bra on top of the undershirt I bet that worked.
0,That left 3 of us in our office.
2,"Oh yeah, don't be hesitant to accept help/meals/etc from friends."
0,Sometimes he would drive an hour out of his way!
0,I flew up to check on my dad 4 weeks ago.
0,"Been tired, i have been posting, but have not been putting up any new posts."
2,"Never give up hope, they are daily making break throughs!"
0,These can be great to prevent cancers but not when you actually have cancer.
2,We miss you and so do your penguins.
0,Is there a special bra or better prosthesis out there?
0,"She has stage 2 breast cancer and will be undergoing CAF treatment, followed by tomaxifin."
0,so he is basically stuck at home watching TV.
0,hopefully you're working with a specialist now that you've had your PET Scan.
0,He said what the tech based the statement on had nothing to do with anyone being high risk.
0,I have no bad side effects and I feel great.
0,None of these terms were told to us directly.
1,"There were others that were initially there, but drifted away."
0,I have been having the worst infected hair follicles under my arms since chemo.
2,"Sorry to hear that, we all make some very bad choices in life that we wish we could change."
1,"I feel silly because Mom is the one sick, yet I find myself with all these different emotions."
0,Thank you for the opportunity to represent CSN.
1,The doctors do not have any options for him.
0,Because if alternative treatments worked why aren't more people using them.
0,Evidently she didn't realize this was blood work ordered by my oncologist as it seems my tumor markers were way elevated.
0,"Hi, four weeks ago I had a lower left lobectomy."
0,They admitted her yet again and now she in on 3 different kinds of antibiotics.
0,Nothing for the left lung at this time as they are most concerned with the right lung.
0,has anyone tried any lotions or creams to help?
0,This is as much information as any of us have been given.
1,"By their expressions and actions, we know they are small-minded, unsympathetic, and without an iota of compassion."
0,survival by taking radiation and chemo simultaneously (you can find the info on the web).
0,"If she has weight issues already, you might want to get some Ensure Plus for weight gain."
1,"For most of us things like surgery, chemo, and radiation help keep the ""beast"" at bay."
0,she said it will help me sleep better so i can go off my ambien.
0,If I can help any further let me know Or you can call me at NUMBER
0,"Makes you wonder lately, if one has breast cancer then maybe all female organs need to be removed."
1,I am not feeling well and wonder how long it will take to get through the horrible feeling.
0,"Thats why I caught my bc early, but not early enough not to have chemo and I'll have surgery to follow."
0,The doctors did not recommend or offer chemo or radiation.
0,"I had it twice a week, an hour each appt."
0,I got sores in my mouth each cycle.
1,I had a tram flap 3 years ago and I'm still numb and will always be.
1,I thought they have some integrity as medical doctors but I am wrong.
0,Does the cardiologist think any permanent damage has been done?
0,The cells can grow into the normal tissue around them and interfere with their functions.
1,We love our cat too and it is so hard to see them sick.
2,I will keep you and your husband in my prayers.
0,"She was indignant, insisted he get the kidney doc on the phone."
0,"From what I heard so far, she had a 5cm tumor,now down to 4cm.branches wrapped around her lung and its stable."
2,Try to stay connected here more to fight the blues.
0,Until an ER doc finally figured out what I have.
1,My mother died 18 years ago and when they gave her chemo it killed her within a week.
1,Please be praying for my Mom too.
1,It's so hard for her to call me and be crying and wanting help and feeling so helpless!
1,It can get very overwhelming at Christmas time.
0,It's the lab in CA that does tthe Oncotype test.
0,My surgeon who did my port today said I'll be on chemo with little side effects.
0,I asked the lung onc to tell me if the lungs were operable and if the radiation is pallative or curable care.
0,This is a great site and such wonderful ladies!
0,"We are a half hour from Cooperstown, are you a baseball fan?"
0,The side effects are not as bad as chemo.
0,I developed an infection on the left breast that ended up having to have the left expander removed.
0,She told me about her conversation with the TS and had hoped he would relay her message the way she told him.
2,I think the best advice is to take care of yourself and don't worry about getting things done.
0,"I was diagnosed 6/00, at age 38 4cm lump now stage 4 (bone mets) and lumpectomy from other breast."
0,Nodules that small are very difficult to biopsy.
0,So I called my dr and left a message.
1,like  if someones gonna die in the next month?
2,I know others need to hear some of the HOPE that I have found.
0,"So, you've gone through some sort of breast surgery, ??"
0,We are now concentrating on quality of live and palliative care.
0,"Ok, this happened half an hour after my swat from Dear Dean..."
2,You have a long life ahead of you be strong and you will get through it.
1,I'm worried it may further impact my dad's health.
0,"I was diagnosed in May 04 with Malignant Pleural effusion, stage IIIb."
0,Had a bone scan yesterday ordered by my rheumatologist.
0,I decided to go for it and would do it again.
1,"Im never going to give up, please continue to pray for him."
2,"I know we all say this, but, just hang in there."
0,"Major surgery isn't fun or easy, but this morning I was at the gym lifting weights."
0,Get colored pencils & some adult coloring books.
1,"But (and it's a big but), knowing what I know now, I would not rest until a biopsy was done."
2,I place you and yours in the loving arms of God.
0,no tumors were found after the pet scan.
